Devices,,,,,,,,,,,,,
1000,,,,,,,,,,,,,
,,Fx1 - Voltage,Fy1 - Voltage,Fz1 - Voltage,Fx2 - Voltage,Fy2 - Voltage,Fz2 - Voltage,Fx3 - Voltage,Fy3 - Voltage,Fz3 - Voltage,Fx4 - Voltage,Fy4 - Voltage,Fz4 - Voltage
Frame,Sub Frame,Fx1,Fy1,Fz1,Fx2,Fy2,Fz2,Fx3,Fy3,Fz3,Fx4,Fy4,Fz4
,,V,V,V,V,V,V,V,V,V,V,V,V
3148,0,1.71817,-2.58724,2.25154,-0.31083,-1.54192,1.965,-0.31524,-1.19971,1.77138,1.41927,-2.31067,0.608664
3148,1,1.95529,-2.73555,2.22774,-0.573281,-1.33104,1.89725,-0.5841,-0.871036,1.76619,1.66097,-2.60608,0.607138
3148,2,2.08072,-2.85488,2.14961,-0.759133,-1.09789,1.87894,-0.799249,-0.556705,1.77016,1.76076,-2.94513,0.665732
3148,3,1.99801,-3.01021,2.09712,-0.869912,-0.890061,1.89542,-0.906671,-0.36597,1.77047,1.66951,-3.17951,0.741415
3148,4,1.77493,-3.11855,2.07942,-0.941628,-0.790879,1.94059,-0.967096,-0.34003,1.79885,1.4507,-3.26862,0.757285
3148,5,1.52957,-3.11519,2.05379,-1.0106,-0.850083,2.00773,-1.01196,-0.413578,1.79457,1.23311,-3.35926,0.851889
3148,6,1.29184,-3.09078,2.07484,-1.0698,-0.911423,1.97507,-1.05956,-0.572879,1.81319,1.04207,-3.35895,0.88912
3148,7,1.14535,-2.99251,2.02541,-1.15037,-1.06096,2.0001,-1.14837,-0.728519,1.81044,0.934344,-3.35834,0.950766
3148,8,1.07944,-2.96291,2.01686,-1.26634,-1.19798,2.02818,-1.26617,-0.830142,1.8022,0.92641,-3.34522,0.989523
3148,9,1.13864,-2.90584,1.97749,-1.42991,-1.33318,2.10355,-1.42852,-0.871341,1.80983,0.999957,-3.3675,1.00814
3149,0,1.24515,-2.83718,1.94484,-1.60111,-1.44243,2.17466,-1.62719,-0.958622,1.84554,1.09731,-3.32416,0.988913
3149,1,1.34616,-2.81063,1.97871,-1.81687,-1.49736,2.20213,-1.84142,-1.05445,1.83364,1.15682,-3.15052,0.934897
3149,2,1.35257,-2.78377,2.01564,-1.94688,-1.53551,2.22227,-1.99218,-1.17163,1.80434,1.11745,-2.87128,0.851279
3149,3,1.26498,-2.71755,2.03883,-1.96641,-1.56328,2.25919,-1.99035,-1.23145,1.79213,1.01186,-2.57862,0.759421
3149,4,1.12002,-2.59609,2.04341,-1.8657,-1.62309,2.30741,-1.84142,-1.20276,1.77779,0.852557,-2.43762,0.730124
3149,5,0.935088,-2.50606,2.05775,-1.69022,-1.68382,2.35349,-1.62505,-1.13318,1.76924,0.668841,-2.3653,0.700827
3149,6,0.773955,-2.44625,2.08614,-1.53214,-1.76714,2.40354,-1.40655,-1.09961,1.79579,0.526935,-2.34333,0.67092
3149,7,0.636626,-2.42641,2.11879,-1.36338,-1.83458,2.42643,-1.26678,-1.19056,1.81929,0.368548,-2.35187,0.722494
3149,8,0.511504,-2.40535,2.15022,-1.26878,-1.91698,2.42033,-1.16058,-1.46033,1.89803,0.240069,-2.22705,0.747519
3149,9,0.434294,-2.30831,2.16457,-1.16898,-2.09581,2.43528,-1.12182,-1.85706,1.97188,0.105487,-1.98444,0.73287
3150,0,0.421782,-2.16487,2.21278,-1.10459,-2.34819,2.45023,-1.06841,-2.21289,1.98867,0.086871,-1.72931,0.751791
3150,1,0.490446,-1.98055,2.25917,-0.998696,-2.59203,2.44627,-0.978082,-2.54828,2.02437,0.123187,-1.49097,0.73287
3150,2,0.569487,-1.76174,2.26344,-0.881204,-2.80931,2.48136,-0.891412,-2.83759,2.05275,0.160113,-1.27948,0.755759
3150,3,0.575896,-1.75289,2.35072,-0.799722,-2.85967,2.46366,-0.760187,-3.17816,2.1324,0.187579,-1.04816,0.736533
3150,4,0.617705,-1.75533,2.39162,-0.693215,-2.85783,2.50547,-0.650324,-3.50257,2.23311,0.234576,-0.863833,0.755453
3150,5,0.725432,-1.8066,2.43251,-0.609597,-2.76109,2.47373,-0.528864,-3.85596,2.42049,0.355426,-0.775027,0.830527
3150,6,0.884428,-1.89601,2.45174,-0.489358,-2.62376,2.41056,-0.405267,-4.18769,2.54317,0.494281,-0.639834,0.8879
3150,7,1.06296,-1.96163,2.46394,-0.352029,-2.58104,2.37821,-0.286554,-4.49836,2.66249,0.674334,-0.500064,0.920554
3150,8,1.31412,-2.01046,2.47127,-0.228433,-2.57768,2.32511,-0.203241,-4.73578,2.72933,0.846148,-0.421939,0.910788
3150,9,1.50455,-2.06173,2.50209,-0.105447,-2.59905,2.28269,-0.101617,-4.86151,2.75435,1.05153,-0.453372,0.934286
3151,0,1.70413,-2.2076,2.55855,0.00960449,-2.60393,2.28269,-0.0399719,-4.91797,2.77785,1.18306,-0.536075,0.952902
3151,1,1.79599,-2.38674,2.62477,0.0978003,-2.57677,2.30039,0.0778259,-4.92652,2.80257,1.30361,-0.620608,0.904379
3151,2,1.91684,-2.51918,2.67543,0.203391,-2.56365,2.34617,0.166937,-4.90088,2.84621,1.41378,-0.763125,0.931845
3151,3,2.01541,-2.52071,2.69923,0.263511,-2.51268,2.29307,0.311285,-4.85144,2.91274,1.5627,-0.81409,0.875388
3151,4,2.15854,-2.40963,2.66261,0.314475,-2.54625,2.29093,0.371405,-4.78553,2.97591,1.69759,-0.823855,0.83602
3151,5,2.28305,-2.27443,2.65956,0.26229,-2.52886,2.23875,0.401617,-4.67597,2.98293,1.85018,-0.771365,0.785971
3151,6,2.39322,-2.2137,2.63484,0.228416,-2.4431,2.19999,0.390326,-4.50782,2.98476,1.94264,-0.8147,0.78353
3151,7,2.48721,-2.25185,2.60585,0.173484,-2.2954,2.19053,0.356146,-4.22492,2.96035,2.00399,-1.01398,0.841513
3151,8,2.50552,-2.38948,2.59853,0.155173,-2.07414,2.16978,0.391241,-3.83887,2.89992,2.02931,-1.27704,0.832968
3151,9,2.54031,-2.50728,2.57564,0.206748,-1.96092,2.21067,0.392157,-3.43695,2.87001,2.0046,-1.62128,0.859518
3152,0,2.4805,-2.6614,2.55031,0.223838,-1.8773,2.22288,0.459906,-3.16291,2.83614,1.97164,-1.84558,0.848532
3152,1,2.39505,-2.76912,2.54939,0.269919,-1.85838,2.19968,0.468146,-3.05793,2.87184,1.86849,-1.95087,0.81893
3152,2,2.28671,-2.79506,2.55,0.268088,-1.8886,2.18534,0.512701,-3.02741,2.88802,1.78395,-1.95117,0.752097
3152,3,2.22873,-2.83016,2.59059,0.291892,-1.9008,2.15238,0.567328,-3.01398,2.91426,1.73604,-1.97742,0.714865
3152,4,2.23025,-2.77309,2.58815,0.36727,-1.89165,2.14658,0.68421,-2.8739,2.88222,1.76046,-2.06745,0.71517
3152,5,2.25497,-2.74227,2.55122,0.442039,-1.84129,2.1591,0.792242,-2.70514,2.8752,1.81142,-2.18891,0.696555
3152,6,2.28061,-2.74318,2.53627,0.472861,-1.73265,2.1359,0.824286,-2.5965,2.84438,1.80989,-2.19593,0.670615
3152,7,2.23544,-2.79567,2.49934,0.446921,-1.60753,2.10813,0.819708,-2.67188,2.85201,1.78487,-2.07813,0.634299
3152,8,2.17959,-2.84877,2.52345,0.428,-1.54527,2.07334,0.754401,-2.86963,2.93074,1.70217,-1.98474,0.646201
3152,9,2.0798,-2.87471,2.53841,0.431663,-1.57274,2.06236,0.758368,-3.05762,3.04702,1.61611,-1.93439,0.683432
3153,0,1.96231,-2.85884,2.53627,0.489646,-1.64934,2.059,0.767218,-3.25568,3.07357,1.48488,-1.99054,0.773459
3153,1,1.82101,-2.86769,2.55305,0.525657,-1.68779,2.02879,0.791632,-3.39942,3.12239,1.33931,-2.0293,0.808859
3153,2,1.64737,-2.87502,2.50697,0.540305,-1.71556,2.04252,0.780951,-3.53034,3.13735,1.1791,-2.11048,0.868063
3153,3,1.50302,-2.96566,2.50331,0.497275,-1.64873,1.98881,0.697943,-3.64844,3.12545,1.04756,-2.07172,0.858603
3153,4,1.39194,-3.00685,2.4493,0.462791,-1.62706,1.98423,0.63172,-3.77021,3.10256,0.934649,-2.03296,0.897665
3153,5,1.30069,-3.02791,2.45387,0.471641,-1.60936,1.93449,0.596014,-3.95941,3.12087,0.828143,-1.9347,0.913229
3153,6,1.25186,-2.9272,2.45021,0.507041,-1.70122,1.94852,0.654608,-4.12635,3.13643,0.764972,-1.79157,0.906821
3153,7,1.24087,-2.70412,2.42854,0.568687,-1.88768,1.99461,0.708929,-4.28656,3.17214,0.729876,-1.71466,0.938254
3153,8,1.22439,-2.47219,2.41481,0.582725,-1.98656,1.98087,0.737921,-4.38575,3.16787,0.698443,-1.5929,0.951681
3153,9,1.14291,-2.33181,2.3611,0.565024,-2.05309,1.99888,0.7013,-4.4007,3.15566,0.603534,-1.58893,1.0115
3154,0,0.999785,-2.3138,2.32936,0.520469,-2.00884,1.98209,0.664069,-4.33081,3.10195,0.489703,-1.60602,1.0411
3154,1,0.868559,-2.29854,2.26314,0.507957,-1.97038,1.97263,0.643622,-4.20111,3.05342,0.354205,-1.73938,1.12258
3154,2,0.752592,-2.22133,2.16945,0.5046,-1.99907,1.96897,0.635077,-4.10804,3.0049,0.239459,-1.87091,1.20101
3154,3,0.691557,-2.06996,2.10872,0.489341,-2.12084,1.98698,0.609442,-4.10163,2.96614,0.17232,-1.84772,1.20925
3154,4,0.659819,-1.89479,2.04066,0.43563,-2.29417,2.01841,0.493781,-4.19837,2.92403,0.0829038,-1.77082,1.23702
3154,5,0.577116,-1.79561,2.00282,0.362693,-2.36162,2.00956,0.412909,-4.30518,2.86727,0.00203217,-1.60388,1.23153
3154,6,0.499297,-1.7535,1.94362,0.31478,-2.35307,2.02177,0.350043,-4.28168,2.80471,-0.0767032,-1.59809,1.2773
3154,7,0.441313,-1.77425,1.87434,0.307456,-2.24596,2.04038,0.365912,-4.0882,2.69912,-0.0974551,-1.65088,1.29195
3154,8,0.433073,-1.76143,1.7831,0.308677,-2.17729,2.077,0.428473,-3.81751,2.62343,-0.0626651,-1.77967,1.3182
3154,9,0.433989,-1.67629,1.65889,0.329734,-2.14494,2.11149,0.46601,-3.66431,2.56118,-0.0586978,-1.88037,1.3539
3155,0,0.386687,-1.61556,1.58382,0.298911,-2.11778,2.12736,0.484015,-3.65699,2.54988,-0.0812808,-1.87488,1.40212
3155,1,0.330534,-1.54445,1.53712,0.289145,-2.13579,2.12186,0.440375,-3.71497,2.52486,-0.178327,-1.79981,1.44362
3155,2,0.248747,-1.47182,1.47243,0.243369,-2.13304,2.09318,0.412299,-3.7406,2.44704,-0.246991,-1.76746,1.4717
3155,3,0.204802,-1.44771,1.42329,0.224143,-2.10497,2.05198,0.36225,-3.66858,2.45375,-0.286054,-1.86512,1.49459
3155,4,0.189848,-1.44252,1.3116,0.235129,-2.02043,2.05534,0.345465,-3.4104,2.34572,-0.274152,-2.12818,1.52999
3155,5,0.161467,-1.53591,1.23927,0.231772,-1.8828,2.02207,0.370795,-3.11225,2.28499,-0.264081,-2.4242,1.54769
3155,6,0.110503,-1.59816,1.1291,0.254661,-1.79216,2.01505,0.383917,-2.91693,2.25234,-0.292157,-2.6897,1.62093
3155,7,0.0259689,-1.68575,1.1288,0.264731,-1.68352,1.95005,0.446173,-2.96424,2.34633,-0.304975,-2.80445,1.6722
3155,8,0.0308517,-1.63509,1.13216,0.341331,-1.76561,1.94669,0.534369,-3.05396,2.37441,-0.31474,-2.81665,1.70211
3155,9,0.0326828,-1.50661,1.14711,0.456077,-1.88707,1.92106,0.683905,-3.11988,2.40554,-0.300092,-2.80323,1.69417
3156,0,0.0143723,-1.41719,1.14986,0.604697,-1.94475,1.87315,0.832526,-3.13788,2.40737,-0.357465,-2.83893,1.70913
3156,1,-0.125398,-1.43795,1.11598,0.741111,-1.89592,1.86155,0.983282,-3.0564,2.41835,-0.462445,-2.95246,1.7015
3156,2,-0.267,-1.52889,1.09096,0.814963,-1.77293,1.83561,1.08918,-2.87421,2.42964,-0.576276,-3.16242,1.6841
3156,3,-0.370149,-1.64547,1.07021,0.841819,-1.66307,1.80265,1.11024,-2.71125,2.41103,-0.645551,-3.41724,1.74819
3156,4,-0.435762,-1.70772,1.08943,0.807639,-1.57457,1.72727,1.09009,-2.74756,2.49068,-0.691632,-3.53473,1.78084
3156,5,-0.479707,-1.65828,1.07967,0.793601,-1.59288,1.69096,1.06293,-2.83118,2.54683,-0.752973,-3.53137,1.7961
3156,6,-0.531892,-1.6003,1.10042,0.771628,-1.64079,1.66959,1.04066,-2.91175,2.57827,-0.802716,-3.50879,1.81991
3156,7,-0.616731,-1.58046,1.12941,0.807334,-1.61668,1.64548,1.0611,-3.00513,2.62465,-0.879926,-3.3852,1.80099
3156,8,-0.67441,-1.6061,1.12971,0.858604,-1.57518,1.66044,1.07789,-2.94623,2.59658,-0.951947,-3.34278,1.78145
3156,9,-0.726595,-1.69002,1.1703,0.898276,-1.48424,1.65525,1.13465,-2.76404,2.52578,-0.980939,-3.31867,1.72927
3157,0,-0.740938,-1.78096,1.17397,0.944053,-1.38231,1.65739,1.15754,-2.64685,2.44643,-1.04533,-3.29608,1.68532
3157,1,-0.823946,-1.87587,1.18098,0.97396,-1.27916,1.62901,1.23444,-2.66486,2.38906,-1.08531,-3.18836,1.631
3157,2,-0.870943,-1.8655,1.1581,1.00417,-1.26054,1.59849,1.27106,-2.72315,2.39669,-1.10545,-2.99671,1.55623
3157,3,-0.876131,-1.76021,1.11385,0.996543,-1.27397,1.54264,1.30097,-2.79151,2.35274,-1.06669,-2.78186,1.49001
3157,4,-0.798616,-1.63784,1.08455,0.97457,-1.24803,1.46909,1.28449,-2.87604,2.33748,-0.984906,-2.54962,1.41128
3157,5,-0.733919,-1.56826,1.05464,0.961753,-1.19035,1.4105,1.22651,-2.90869,2.31185,-0.919904,-2.3299,1.3185
3157,6,-0.668306,-1.57466,1.04091,0.923301,-1.09575,1.37296,1.17036,-2.86933,2.30941,-0.877484,-2.12512,1.23977
3157,7,-0.650301,-1.62166,1.01894,0.899192,-1.00206,1.35496,1.10749,-2.84796,2.17116,-0.87016,-1.9411,1.20559
3157,8,-0.620088,-1.61159,0.980179,0.909873,-0.973984,1.34702,1.10657,-2.86261,2.10921,-0.853376,-1.79492,1.17904
3157,9,-0.515718,-1.51454,0.968277,0.937949,-1.03716,1.32688,1.12519,-2.86689,2.05947,-0.789594,-1.68293,1.16866
3158,0,-0.424471,-1.34792,0.932266,0.988303,-1.14153,1.31071,1.20148,-2.88337,1.97737,-0.654096,-1.56177,1.14852
3158,1,-0.283784,-1.14986,0.879776,1.04598,-1.20653,1.24693,1.24909,-2.93341,1.98012,-0.542096,-1.42627,1.08993
3158,2,-0.209016,-0.970417,0.758926,1.07345,-1.22362,1.20664,1.28785,-2.98529,1.98226,-0.407819,-1.35425,1.08596
3158,3,-0.112276,-0.903278,0.679276,1.06948,-1.17479,1.14194,1.26038,-3.00971,1.93679,-0.31474,-1.28406,1.06612
3158,4,-0.0545975,-0.894733,0.620071,1.09511,-1.1339,1.10899,1.26832,-2.98712,1.88307,-0.250043,-1.28437,1.08077
3158,5,0.0418381,-0.853534,0.571243,1.12807,-1.14122,1.12699,1.27198,-2.95691,1.92275,-0.222272,-1.37409,1.14516
3158,6,0.0332932,-0.85567,0.588028,1.21413,-1.13207,1.09403,1.35743,-2.87268,1.80373,-0.224408,-1.47846,1.20223
3158,7,0.0476364,-0.766559,0.56514,1.31118,-1.21416,1.12424,1.42609,-2.77289,1.78939,-0.259809,-1.57337,1.25014
3158,8,-0.00363312,-0.702777,0.532486,1.38412,-1.22057,1.1099,1.50178,-2.72834,1.72927,-0.283612,-1.60449,1.26296
3158,9,-0.0259109,-0.660663,0.490372,1.44942,-1.17754,1.0684,1.52863,-2.68348,1.72652,-0.309552,-1.6402,1.26266
3159,0,-0.0695511,-0.6805,0.459854,1.50161,-1.09575,1.03208,1.55762,-2.65296,1.77718,-0.341291,-1.67835,1.26143
3159,1,-0.078096,-0.706745,0.405533,1.5306,-1.00816,1.00614,1.58356,-2.60749,1.68868,-0.339765,-1.81171,1.3304
3159,2,-0.103731,-0.743976,0.368912,1.58401,-0.899521,0.918861,1.62995,-2.58795,1.7018,-0.355634,-1.93866,1.40151
3159,3,-0.121431,-0.69881,0.307877,1.63192,-0.903184,0.90818,1.67908,-2.5846,1.66487,-0.36601,-1.97803,1.45217
3159,4,-0.177583,-0.635028,0.28804,1.67678,-0.929124,0.860573,1.7157,-2.61573,1.62398,-0.408734,-1.90967,1.41707
3159,5,-0.254793,-0.558124,0.2621,1.70364,-0.968186,0.843483,1.72028,-2.62122,1.54921,-0.483808,-1.83216,1.38991
3159,6,-0.378999,-0.54195,0.251724,1.68288,-0.979478,0.859352,1.6858,-2.59101,1.50374,-0.596723,-1.75708,1.33498
3159,7,-0.540437,-0.619159,0.250504,1.63741,-0.917527,0.870949,1.61561,-2.49732,1.42684,-0.741986,-1.69696,1.26662
3159,8,-0.712862,-0.723835,0.254471,1.57485,-0.807053,0.876137,1.52466,-2.38349,1.38259,-0.909223,-1.7403,1.24892
3159,9,-0.869417,-0.811725,0.23555,1.51015,-0.669724,0.841957,1.44837,-2.2666,1.34719,-1.04319,-1.75189,1.20223
3160,0,-0.959749,-0.789447,0.183365,1.46468,-0.61998,0.824867,1.37665,-2.09204,1.30629,-1.11033,-1.78638,1.23366
3160,1,-0.999727,-0.72475,0.138504,1.40212,-0.551011,0.748878,1.30463,-1.90284,1.20192,-1.17534,-1.7815,1.17324
3160,2,-1.04947,-0.648151,0.0588531,1.31545,-0.477158,0.696083,1.24238,-1.78046,1.14028,-1.21226,-1.70124,1.09328
3160,3,-1.12119,-0.628314,0.0136871,1.26205,-0.405747,0.66465,1.15937,-1.65229,1.07009,-1.26231,-1.60358,0.921774
3160,4,-1.14591,-0.631061,0.0115509,1.17934,-0.345322,0.626808,1.102,-1.45789,0.975787,-1.27513,-1.5636,0.882712
3160,5,-1.20664,-0.665851,0.000564575,1.13967,-0.292527,0.61277,1.04951,-1.32727,0.916888,-1.27055,-1.53369,0.899802
3160,6,-1.18436,-0.641742,-0.0305634,1.08474,-0.299241,0.617043,0.9784,-1.17713,0.838153,-1.27665,-1.53278,0.781088
3160,7,-1.22891,-0.688434,0.0341339,1.03042,-0.287339,0.598122,0.938116,-1.10663,0.785663,-1.29069,-1.48731,0.846396
3160,8,-1.23136,-0.673175,0.00941467,0.97335,-0.305649,0.609413,0.850226,-1.05139,0.753619,-1.31907,-1.3924,0.710898
3160,9,-1.2576,-0.642353,-0.00370789,0.895225,-0.259873,0.561195,0.797736,-0.94733,0.704181,-1.2968,-1.38355,0.689841
3161,0,-1.17917,-0.561176,-0.0555878,0.821372,-0.21135,0.519386,0.668646,-0.813053,0.653217,-1.26628,-1.38843,0.617209
3161,1,-1.11783,-0.504413,-0.11235,0.691978,-0.142991,0.489784,0.564276,-0.666873,0.575397,-1.16282,-1.40033,0.736533
3161,2,-1.02017,-0.483966,-0.152634,0.585166,-0.0520483,0.423256,0.418707,-0.62659,0.569293,-1.09324,-1.44123,0.787192
3161,3,-0.94388,-0.468097,-0.166977,0.477134,-0.00901855,0.40403,0.32868,-0.614383,0.554034,-0.995282,-1.47449,0.810385
3161,4,-0.816621,-0.469013,-0.162704,0.412742,-0.0407568,0.398537,0.229193,-0.669925,0.581195,-0.910138,-1.45771,0.755453
3161,5,-0.758028,-0.452838,-0.123337,0.386497,-0.0825659,0.385414,0.221869,-0.732181,0.562274,-0.807904,-1.34754,0.82839
3161,6,-0.65854,-0.375934,-0.147751,0.439292,-0.169541,0.397316,0.253607,-0.786502,0.578754,-0.715131,-1.29108,0.790244
3161,7,-0.573091,-0.312458,-0.0992279,0.513145,-0.217148,0.404945,0.331427,-0.713565,0.510089,-0.60008,-1.24652,0.763388
3161,8,-0.513887,-0.321308,-0.130661,0.597983,-0.216538,0.398232,0.417792,-0.667179,0.452106,-0.524701,-1.2154,0.56716
3161,9,-0.479097,-0.339313,-0.100143,0.657188,-0.188462,0.394569,0.505377,-0.637577,0.409991,-0.466718,-1.18183,0.659933
3162,0,-0.37961,-0.299335,-0.112656,0.72158,-0.190598,0.379311,0.586554,-0.601871,0.403583,-0.371198,-1.21509,0.675803
3162,1,-0.258455,-0.243488,-0.0867157,0.785056,-0.209214,0.36039,0.647589,-0.569217,0.37276,-0.266523,-1.21082,0.832968
3162,2,-0.176057,-0.169025,-0.0787811,0.842429,-0.213792,0.303932,0.692755,-0.613773,0.367877,-0.207013,-1.05091,0.622702
3162,3,-0.135164,-0.0530582,-0.132797,0.87783,-0.220811,0.282875,0.700079,-0.675418,0.359027,-0.162152,-0.930667,0.726157
3162,4,-0.0683304,0.00645111,-0.183151,0.876304,-0.195176,0.234657,0.684821,-0.657718,0.323322,-0.0892154,-0.778079,0.513754
3162,5,-0.00729523,0.0342221,-0.166367,0.858909,-0.227524,0.271584,0.669562,-0.582035,0.244281,-0.00559723,-0.767093,0.571432
3162,6,0.0754074,-0.0152164,-0.168198,0.814658,-0.197007,0.238625,0.625616,-0.535648,0.171344,0.0932797,-0.753665,0.570822
3162,7,0.166045,-0.0274234,-0.203293,0.789329,-0.226304,0.266396,0.60578,-0.512149,0.135333,0.164386,-0.758548,0.474997
3162,8,0.183745,-0.075336,-0.188034,0.775291,-0.239731,0.279518,0.599676,-0.534732,0.117023,0.188495,-0.645022,0.590048
3162,9,0.139494,-0.0863223,-0.150497,0.798484,-0.200669,0.258156,0.611884,-0.594547,0.107562,0.146991,-0.454898,0.44631
3163,0,0.0818161,0.00370453,-0.25853,0.826865,-0.146348,0.211769,0.62287,-0.628116,0.0959656,0.092059,-0.298953,0.434714
3163,1,0.0445847,0.0702329,-0.300949,0.845481,-0.109116,0.186745,0.636908,-0.606143,0.0486633,0.0545224,-0.122561,0.276328
3163,2,-0.012178,0.0799985,-0.331161,0.850669,-0.0926367,0.191017,0.638129,-0.560977,-0.0148132,-0.00559723,-0.0126981,0.183859
3163,3,-0.101595,0.0424619,-0.273483,0.82717,-0.0551001,0.180336,0.642401,-0.53107,-0.0636414,-0.0678531,-0.00628937,0.249777
3163,4,-0.147676,0.0186581,-0.257919,0.785972,-0.0657813,0.214821,0.610663,-0.471866,-0.0850037,-0.112104,-0.121341,0.232382
3163,5,-0.209016,-0.0524478,-0.245712,0.734397,-0.0761572,0.229164,0.556647,-0.431888,-0.118268,-0.142621,-0.0978421,0.290366
3163,6,-0.20627,-0.0448184,-0.263107,0.629722,-0.112778,0.24839,0.434271,-0.483768,-0.0929382,-0.154828,0.0385715,0.221701
3163,7,-0.185518,0.0387997,-0.25853,0.511619,-0.108811,0.201698,0.290228,-0.524051,-0.0789001,-0.124616,0.113645,0.168295
3163,8,-0.11899,0.114483,-0.268295,0.404807,-0.0831763,0.155312,0.132147,-0.494144,-0.0868347,-0.0806705,0.127072,0.163718
3163,9,-0.120515,0.0806088,-0.25853,0.299521,-0.0511328,0.16172,0.0332703,-0.459049,-0.0966003,-0.0828067,0.110593,0.218039
3164,0,-0.148897,0.0180478,-0.235947,0.219871,-0.00230469,0.164162,-0.0344788,-0.387332,-0.100262,-0.101728,0.0092746,0.231772
3164,1,-0.166902,-0.0454288,-0.263107,0.177451,0.0407251,0.175758,-0.066217,-0.306766,-0.0755432,-0.121869,-0.176272,0.29769
3164,2,-0.181551,-0.0912051,-0.234421,0.129539,0.054458,0.213295,-0.100397,-0.203617,-0.0923279,-0.124616,-0.313907,0.334616
3164,3,-0.210542,-0.135456,-0.226486,0.0974951,0.0950464,0.20414,-0.152887,-0.146854,-0.110028,-0.157575,-0.333133,0.285178
3164,4,-0.237093,-0.103412,-0.254868,0.0300513,0.11061,0.203835,-0.252374,-0.13953,-0.109113,-0.188092,-0.309024,0.30593
3164,5,-0.263948,-0.122028,-0.236862,-0.0444116,0.134109,0.190407,-0.354913,-0.162113,-0.0828674,-0.219525,-0.315127,0.297079
3164,6,-0.273103,-0.17818,-0.195663,-0.100259,0.139297,0.194679,-0.433038,-0.103214,-0.110333,-0.214948,-0.36304,0.28945
3164,7,-0.235872,-0.212665,-0.194443,-0.156106,0.109695,0.220619,-0.49743,-0.0507236,-0.117047,-0.201215,-0.534243,0.366049
3164,8,-0.201082,-0.232502,-0.204819,-0.182351,0.117324,0.209633,-0.509027,0.00420807,-0.115216,-0.174054,-0.664248,0.395651
3164,9,-0.194368,-0.254169,-0.226486,-0.173501,0.102981,0.229469,-0.489191,0.0151944,-0.0999573,-0.155439,-0.681949,0.362692
3165,0,-0.190096,-0.270343,-0.215805,-0.14573,0.112747,0.214516,-0.440668,0.0444913,-0.119183,-0.158185,-0.584292,0.265341
3165,1,-0.183687,-0.200153,-0.2509,-0.079812,0.120681,0.189796,-0.365289,0.0850797,-0.155499,-0.0812808,-0.544619,0.229025
3165,2,-0.0835892,-0.097919,-0.271652,-0.0178613,0.10115,0.171791,-0.342096,0.105526,-0.169843,-0.0199405,-0.523257,0.220786
3165,3,-0.0552078,-0.0786929,-0.266769,0.0276099,0.0739893,0.208717,-0.278314,0.111935,-0.210431,0.0127133,-0.51166,0.271445
3165,4,-0.0603958,-0.145526,-0.228012,0.0678931,0.0849756,0.229164,-0.267023,0.0124478,-0.168011,-0.0351993,-0.459781,0.257712
3165,5,-0.100069,-0.198627,-0.240829,0.0620947,0.102371,0.249001,-0.232843,-0.0226474,-0.174725,-0.0733462,-0.468325,0.29769
3165,6,-0.108308,-0.239521,-0.24144,0.0855933,0.151504,0.198647,-0.23559,-0.0366855,-0.171674,-0.0843326,-0.445742,0.305014
3165,7,-0.117159,-0.190387,-0.299728,0.119468,0.159744,0.186745,-0.21026,-0.0333286,-0.205243,-0.0898257,-0.306888,0.230856
3165,8,-0.0872513,-0.0799136,-0.340012,0.136558,0.141128,0.180641,-0.217889,-0.0199008,-0.225079,-0.0773135,-0.227847,0.201254
3165,9,-0.0838943,-0.037189,-0.338486,0.148765,0.189041,0.133034,-0.207208,-0.0421786,-0.248578,-0.0803653,-0.169253,0.20278
3166,0,-0.0732132,-0.0185733,-0.333603,0.144492,0.170425,0.163857,-0.195306,-0.0485873,-0.237897,-0.0785342,-0.170474,0.240927
3166,1,-0.06772,-0.0616031,-0.282944,0.175315,0.142043,0.184914,-0.165704,-0.086124,-0.223553,-0.0861636,-0.13782,0.237265
3166,2,-0.0442215,-0.047565,-0.277145,0.219871,0.0712427,0.223366,-0.100092,-0.0870395,-0.228436,-0.0669376,-0.128665,0.223837
3166,3,-0.012178,-0.0387149,-0.256088,0.298301,0.0404199,0.206276,-0.0329529,-0.1142,-0.235455,-0.0492374,-0.0801419,0.190573
3166,4,2.90E-05,0.00858734,-0.276535,0.372153,0.00990234,0.211159,0.0445618,-0.0830722,-0.272687,-0.0324527,-0.0480984,0.172873
3166,5,-0.048494,0.0137753,-0.270737,0.433188,0.0263818,0.188881,0.107123,-0.124271,-0.271466,-0.0617496,0.060239,0.114584
3166,6,-0.0768753,0.0467343,-0.285995,0.463096,-0.00230469,0.222145,0.122687,-0.169742,-0.268109,-0.10661,0.1051,0.114584
3166,7,-0.0951859,0.025372,-0.249374,0.465232,-0.000168457,0.210243,0.144659,-0.198123,-0.26048,-0.106916,0.0800754,0.133505
3166,8,-0.043306,0.002789,-0.237473,0.473472,-0.0215308,0.210548,0.117194,-0.215518,-0.257733,-0.0895206,0.0300266,0.153342
3166,9,-0.00729523,-0.0347476,-0.212448,0.429832,-0.0493018,0.210243,0.0946106,-0.268924,-0.231488,-0.064191,0.00317108,0.172568
3167,0,0.0278,-0.0600772,-0.204514,0.389243,-0.0602881,0.208717,0.0222839,-0.369022,-0.205853,-0.112104,0.0629855,0.169211
