Devices,,,,,,,,,,,,,
1000,,,,,,,,,,,,,
,,Fx1 - Voltage,Fy1 - Voltage,Fz1 - Voltage,Fx2 - Voltage,Fy2 - Voltage,Fz2 - Voltage,Fx3 - Voltage,Fy3 - Voltage,Fz3 - Voltage,Fx4 - Voltage,Fy4 - Voltage,Fz4 - Voltage
Frame,Sub Frame,Fx1,Fy1,Fz1,Fx2,Fy2,Fz2,Fx3,Fy3,Fz3,Fx4,Fy4,Fz4
,,V,V,V,V,V,V,V,V,V,V,V,V
1951,9,-0.141878,-0.146442,-0.123642,0.445701,0.0688013,0.0826797,0.143439,-0.549076,0.113361,-0.0986758,-0.486026,0.568686
1952,0,-0.137605,-0.266071,-0.069931,0.397788,0.0990137,0.079628,0.0933899,-0.553348,0.142963,-0.104779,-0.494265,0.433188
1952,1,-0.152864,-0.332599,-0.0787811,0.368796,0.102676,0.0967178,0.0552429,-0.552127,0.139301,-0.119428,-0.425906,0.361166
1952,2,-0.176057,-0.29964,-0.101059,0.388633,0.120681,0.0475845,0.0582947,-0.534732,0.134723,-0.117597,-0.395694,0.281516
1952,3,-0.154695,-0.219684,-0.150497,0.422202,0.097793,0.0521622,0.0686707,-0.401371,0.077655,-0.138654,-0.389895,0.223837
1952,4,-0.239839,-0.23067,-0.14592,0.456992,0.10176,0.0820694,0.130011,-0.289371,0.0309631,-0.184125,-0.390506,0.206442
1952,5,-0.310945,-0.261188,-0.140427,0.455161,0.163101,0.0729141,0.131232,-0.184085,-0.0224426,-0.253705,-0.435367,0.231467
1952,6,-0.343904,-0.292621,-0.142563,0.427695,0.203994,0.0729141,0.142218,-0.140445,-0.00993042,-0.26164,-0.494571,0.290671
1952,7,-0.309114,-0.29079,-0.139206,0.431968,0.186294,0.0936661,0.120856,-0.112369,-0.023053,-0.246076,-0.469546,0.246725
1952,8,-0.305147,-0.276447,-0.138596,0.431968,0.191787,0.0597916,0.144659,-0.127933,-0.0459412,-0.219525,-0.363345,0.190268
1952,9,-0.276765,-0.174823,-0.183456,0.453025,0.150894,0.0542984,0.150153,-0.164249,-0.017865,-0.197248,-0.32001,0.154257
1953,0,-0.233736,-0.134845,-0.171249,0.460349,0.133804,0.0326309,0.140387,-0.128849,-0.0279358,-0.15788,-0.267825,0.116415
1953,1,-0.186128,-0.11745,-0.141647,0.44387,0.0721582,0.0701675,0.130927,-0.0678134,-0.0593689,-0.11485,-0.314822,0.145102
1953,2,-0.144319,-0.151325,-0.101669,0.407249,0.0767358,0.0710831,0.0659241,-0.0815463,-0.052655,-0.0907413,-0.313601,0.122214
1953,3,-0.0811478,-0.164752,-0.0876312,0.352622,0.0401147,0.115639,0.0250305,-0.0736118,-0.0486877,-0.0522891,-0.388675,0.170126
1953,4,-0.055513,-0.224262,-0.0555878,0.311118,0.0599512,0.113503,-0.00548706,-0.0726962,-0.0676086,-0.0181094,-0.387759,0.190573
1953,5,-0.0478836,-0.213581,-0.0806122,0.317832,0.077041,0.108009,-0.00640259,-0.133426,-0.0386169,-0.0059024,-0.290713,0.096579
1953,6,0.0049118,-0.104328,-0.134323,0.298911,0.0581201,0.104958,-0.0286804,-0.186222,-0.0245789,0.0410947,-0.192141,0.138388
1953,7,0.0418381,-0.0573306,-0.114487,0.273582,0.0657495,0.0600967,-0.0564514,-0.27045,-0.0401428,0.0951108,-0.0773953,0.145407
1953,8,0.065947,-0.0271182,-0.118759,0.237571,0.0620874,0.0500259,-0.0988709,-0.381534,-0.019696,0.0996884,0.0330783,0.135641
1953,9,0.0796799,-0.0426822,-0.110825,0.203696,0.0575098,0.0579605,-0.121759,-0.460575,-0.0132874,0.11098,0.0587131,0.143271
1954,0,0.0735764,-0.0915103,-0.0861053,0.210715,0.0504907,0.07444,-0.097345,-0.447147,-0.0364807,0.132037,0.00408661,0.182639
1954,1,0.114775,-0.131183,-0.0778656,0.241538,0.0178369,0.10038,-0.0823914,-0.4267,-0.0416687,0.158282,0.0315524,0.126486
1954,2,0.169096,-0.109516,-0.0915985,0.261069,-0.0328223,0.129066,-0.0637756,-0.405948,-0.0486877,0.235492,0.0440646,0.105734
1954,3,0.225249,-0.0799136,-0.0720673,0.285178,-0.00474609,0.0652847,-0.0698792,-0.406864,-0.0740173,0.26723,0.122495,0.0459198
1954,4,0.236235,-0.0341373,-0.0989227,0.281821,-0.0178687,0.0671158,-0.0628601,-0.463016,-0.0547913,0.29256,0.200315,0.0190643
1954,5,0.257903,-0.0304752,-0.0864105,0.278464,-0.01146,0.062233,-0.064386,-0.483768,-0.0496033,0.29317,0.248227,0.0169281
1954,6,0.256071,-0.0316959,-0.0812225,0.287925,0.00715576,0.0552139,-0.0280701,-0.467899,-0.0712707,0.316668,0.202146,0.0746063
1954,7,0.298491,-0.00697662,-0.108994,0.304404,0.000441895,0.0628433,-0.01922,-0.440738,-0.0511292,0.328265,0.129819,0.110312
1954,8,0.293608,-0.0207095,-0.126694,0.294639,0.0263818,0.0512466,-0.00548706,-0.406559,-0.0721863,0.341998,0.139585,0.0895599
1954,9,0.273466,-0.0432925,-0.125168,0.274497,0.0535425,0.0439224,-0.0430237,-0.420291,-0.0795105,0.294391,0.17468,0.106039
1955,0,0.213347,-0.0292545,-0.155075,0.256187,0.0938257,0.0173721,-0.0396667,-0.439823,-0.0792053,0.267535,0.216489,0.0852875
1955,1,0.221587,-0.0139957,-0.159042,0.283652,0.0865015,0.0198135,-0.0323425,-0.418155,-0.0639465,0.268145,0.189939,0.0819305
1955,2,0.248747,-0.026813,-0.107468,0.320884,0.0428613,0.0427017,0.0131287,-0.320194,-0.101483,0.273639,0.126462,0.0697235
1955,3,0.241423,-0.0521426,-0.0864105,0.366965,-0.000473632,0.0893936,0.0650085,-0.292423,-0.0813415,0.261737,0.0611545,0.0617889
1955,4,0.19351,-0.0966983,-0.0708466,0.394126,0.00746094,0.0912247,0.0936951,-0.282962,-0.0462463,0.204669,-0.0142239,0.0529388
1955,5,0.107756,-0.140033,-0.078476,0.412131,0.0291284,0.0973282,0.155035,-0.223758,-0.0807312,0.159503,-0.0480984,0.0578217
1955,6,0.0778488,-0.157733,-0.0830536,0.431052,0.0395044,0.0930557,0.159003,-0.189273,-0.0679138,0.135394,-0.0215482,-0.000161743
1955,7,0.0567917,-0.108295,-0.119064,0.44448,0.0480493,0.0811539,0.187079,-0.148685,-0.0990417,0.138751,-0.0325345,0.0111298
1955,8,0.0699142,-0.0789981,-0.116928,0.455466,0.0779565,0.0527725,0.179144,-0.146854,-0.0941589,0.126849,-0.0935696,0.0535492
1955,9,0.0317673,-0.0966983,-0.123642,0.466453,0.092605,0.0677261,0.19715,-0.127018,-0.0984314,0.103656,-0.125918,0.0651459
1956,0,0.0268845,-0.127826,-0.123032,0.447532,0.0834497,0.0967178,0.172125,-0.109317,-0.0746277,0.0737485,-0.217776,0.124655
1956,1,-0.005159,-0.190082,-0.0934296,0.411216,0.132583,0.0655899,0.133673,-0.145633,-0.0523499,0.0160703,-0.245547,0.145102
1956,2,-0.00973663,-0.190998,-0.107468,0.373069,0.103286,0.0887833,0.0820984,-0.14899,-0.0261047,0.0514706,-0.256228,0.126181
1956,3,0.0180344,-0.208393,-0.0781708,0.329734,0.0852808,0.0811539,0.0378479,-0.109012,-0.0413635,0.0380429,-0.239444,0.0831512
1956,4,-0.00576935,-0.200763,-0.0858002,0.308982,0.0901636,0.0842056,0.0244202,-0.0885654,-0.0761536,0.0514706,-0.230288,0.073996
1956,5,-0.03293,-0.194049,-0.0937347,0.290671,0.103591,0.0832901,-0.00823364,-0.134342,-0.068219,0.0841245,-0.221743,0.0886444
1956,6,-0.0561234,-0.209613,-0.0989227,0.27877,0.112441,0.0881729,0.00855103,-0.13953,-0.0801208,0.0148495,-0.191836,0.086203
1956,7,-0.027742,-0.207782,-0.0809174,0.276328,0.0901636,0.102516,-0.00335083,-0.126712,-0.0831726,0.0575742,-0.190921,0.0804047
1956,8,-0.005159,-0.180927,-0.0967865,0.266257,0.0898584,0.0924454,-0.00213013,-0.107791,-0.102094,0.0664243,-0.229373,0.126486
1956,9,0.00460663,-0.151935,-0.114182,0.250388,0.106338,0.062233,-0.0277649,-0.1142,-0.0813415,0.0395688,-0.239444,0.137778
1957,0,-0.0439163,-0.149189,-0.118149,0.21865,0.0971826,0.0817642,-0.048822,-0.100162,-0.0972107,0.0600156,-0.198245,0.122519
1957,1,-0.0521561,-0.14339,-0.105331,0.223228,0.0776514,0.10038,-0.0677429,-0.0940585,-0.0853088,-0.0162784,-0.168033,0.0941376
1957,2,-0.0603958,-0.120502,-0.087326,0.204917,0.0617822,0.0954971,-0.0781189,-0.0766635,-0.0862244,-0.0110904,-0.164065,0.056601
1957,3,-0.0384232,-0.0786929,-0.087326,0.209495,0.00318848,0.12571,-0.0814758,-0.030582,-0.0990417,0.00142181,-0.229983,0.0721649
1957,4,0.00918427,-0.0783878,-0.0671844,0.217124,-0.00535644,0.10984,-0.0826965,0.0203824,-0.135052,-0.00376617,-0.225406,0.0315765
1957,5,0.00552216,-0.0872378,-0.0842743,0.199119,-0.0300757,0.147682,-0.100092,-0.0153232,-0.129864,0.0236996,-0.210757,0.0446991
1957,6,0.0482468,-0.111652,-0.0674896,0.158835,0.000747071,0.104652,-0.177911,-0.0882602,-0.109418,0.0356015,-0.141482,0.0355438
1957,7,0.0390915,-0.0948672,-0.0955658,0.0965796,0.0126489,0.0945816,-0.184015,-0.188358,-0.114911,0.106402,-0.0682401,0.0816254
1957,8,0.0854782,-0.0518375,-0.108383,0.115806,-0.00383057,0.0909195,-0.225824,-0.313175,-0.0679138,0.104876,0.0181247,0.0843719
1957,9,0.112944,0.00339935,-0.0937347,0.116416,-0.0218359,0.081459,-0.188898,-0.345218,-0.0996521,0.124713,0.0648166,0.113364
1958,0,0.119048,0.0342221,-0.101364,0.12313,-0.0447241,0.103127,-0.173334,-0.413578,-0.0602844,0.133563,0.0666476,0.153342
1958,1,0.085173,-0.0164371,-0.0787811,0.161887,0.00715576,0.0756607,-0.152582,-0.419071,-0.0621155,0.0941953,0.145078,0.0776581
1958,2,0.0754074,-0.0451236,-0.0845795,0.179893,-0.018479,0.117165,-0.130304,-0.334537,-0.0975159,0.090228,0.0745822,0.120993
1958,3,0.0717453,-0.116535,-0.0571136,0.194541,0.0279077,0.0936661,-0.120844,-0.316532,-0.106366,0.0612363,0.0745822,0.09841
1958,4,0.0656418,-0.0939517,-0.0851898,0.235129,0.0150903,0.106178,-0.0775085,-0.315006,-0.0953796,0.0548276,0.0327731,0.118246
1958,5,0.0705246,-0.0988345,-0.0510101,0.269614,0.00471436,0.0909195,-0.052179,-0.375125,-0.0666931,0.0636777,0.0617648,0.0883392
1958,6,0.0998215,-0.0368838,-0.0534515,0.297996,-0.0554053,0.104958,-0.0103699,-0.386417,-0.0636414,0.079852,0.0928928,0.0627045
1958,7,0.103178,0.0134702,-0.0613861,0.321799,-0.0865332,0.0826797,0.036322,-0.420291,-0.0407532,0.101214,0.0745822,0.070639
1958,8,0.112334,0.058331,-0.0821381,0.353843,-0.0685278,0.0738297,0.0631775,-0.402591,-0.0581482,0.121966,0.0953342,0.0465301
1958,9,0.127287,0.0174374,-0.0922089,0.349875,-0.0560156,0.0872574,0.0903381,-0.30463,-0.0929382,0.157061,0.032468,0.0721649
1959,0,0.155669,-0.0582462,-0.0851898,0.352317,0.00562988,0.0741348,0.0897278,-0.249698,-0.110944,0.182086,0.00195038,0.0620941
1959,1,0.143156,-0.101886,-0.0763397,0.359031,0.037063,0.0909195,0.0851501,-0.254886,-0.0749329,0.178119,-0.0633572,0.109702
1959,2,0.172758,-0.102802,-0.0769501,0.338279,0.0376733,0.10099,0.0543274,-0.274417,-0.0767639,0.169574,-0.0969266,0.136862
1959,3,0.161162,-0.14278,-0.0595551,0.34011,0.0410303,0.0903091,0.0613464,-0.326908,-0.0489929,0.174456,-0.0581692,0.129538
1959,4,0.215178,-0.112873,-0.0519257,0.335227,0.0227197,0.0787125,0.0225891,-0.358646,-0.0267151,0.165912,-0.0395535,0.0950531
1959,5,0.202666,-0.124469,-0.0592499,0.323936,0.0434717,0.0665054,0.0457825,-0.351932,-0.0407532,0.192462,0.00439178,0.0486664
1959,6,0.19351,-0.158649,-0.062912,0.326377,0.07521,0.0549088,0.0262512,-0.302494,-0.0416687,0.164996,0.00530731,0.0160126
1959,7,0.144682,-0.211139,-0.0900726,0.31356,0.115493,0.0716934,0.0680603,-0.229251,-0.105145,0.163165,-0.0563382,0.0614838
1959,8,0.122099,-0.244403,-0.0912933,0.337974,0.165847,0.0607071,0.090033,-0.249393,-0.0703552,0.150348,-0.0935696,0.0944427
1959,9,0.121489,-0.230365,-0.092514,0.357505,0.153335,0.0677261,0.118414,-0.25336,-0.0880554,0.149127,-0.0987576,0.12435
1960,0,0.163298,-0.190692,-0.0638275,0.348655,0.104202,0.0771866,0.130316,-0.296695,-0.0657776,0.173541,-0.0700711,0.121298
1960,1,0.15872,-0.149494,-0.0659637,0.359641,0.0987085,0.0610123,0.11933,-0.328128,-0.0422791,0.167743,0.00683319,0.0642303
1960,2,0.170927,-0.140644,-0.0800018,0.337058,0.0941309,0.0719986,0.081488,-0.268314,-0.0447205,0.171405,-0.0227689,0.0685028
1960,3,0.18344,-0.206562,-0.0681,0.311729,0.146316,0.0713882,0.0482239,-0.162418,-0.0599792,0.1711,-0.0737332,0.058432
1960,4,0.191069,-0.246234,-0.0778656,0.28884,0.181106,0.0817642,0.0332703,-0.0519443,-0.0776794,0.204669,-0.164981,0.0477509
1960,5,0.230437,-0.259967,-0.0534515,0.276633,0.164932,0.095192,0.00397339,0.00451325,-0.0731018,0.211993,-0.301089,0.0623993
1960,6,0.224028,-0.229145,-0.0516205,0.266562,0.128005,0.105263,0.0158752,0.0109219,-0.0859192,0.228473,-0.279422,0.0681976
1960,7,0.223723,-0.18581,-0.0626068,0.261985,0.0877222,0.0939713,0.0064148,-0.0537753,-0.0673035,0.226336,-0.23273,0.0685028
1960,8,0.225249,-0.204425,-0.0705414,0.240623,0.0529321,0.0793228,0.00183716,-0.104129,-0.0776794,0.220843,-0.136599,0.0450043
1960,9,0.211211,-0.110126,-0.0729828,0.238181,0.0404199,0.0787125,-0.00701294,-0.16608,-0.0660828,0.237933,-0.0651883,0.0364593
1961,0,0.239592,-0.112262,-0.0604706,0.219565,0.0340112,0.0784073,-0.0408875,-0.138309,-0.0737122,0.226642,-0.0322293,-0.0108429
1961,1,0.176115,-0.141864,-0.0467377,0.200645,0.0410303,0.118996,-0.0295959,-0.134342,-0.0929382,0.208636,0.00469696,0.00716248
1961,2,0.148039,-0.173603,-0.0357513,0.205527,0.0691064,0.129982,-0.0625549,-0.152957,-0.102094,0.151263,0.0153781,0.0450043
1961,3,0.0836472,-0.156513,-0.040329,0.214072,0.0694116,0.125404,-0.00426636,-0.170352,-0.107892,0.109454,0.0193454,0.0614838
1961,4,0.090361,-0.1086,-0.0446014,0.239097,0.0187524,0.136696,-0.00518188,-0.210636,-0.106976,0.0966367,0.0535251,0.0617889
1961,5,0.0821213,-0.0966983,-0.0250702,0.248862,-0.00444092,0.105568,0.00855103,-0.231998,-0.110638,0.0777158,0.126767,0.0266937
1961,6,0.0857834,-0.0170474,-0.0723724,0.224448,-0.0413672,0.10038,-0.0329529,-0.276859,-0.0886658,0.0774106,0.112424,0.0230316
1961,7,0.0604538,-0.0670962,-0.0714569,0.195457,-0.00810303,0.0774918,-0.0823914,-0.317752,-0.083783,0.0615414,0.120053,0.00289002
1961,8,0.055571,-0.0872378,-0.0800018,0.143882,0.00349365,0.0896988,-0.128473,-0.315616,-0.0941589,0.0594052,0.084653,0.0504974
1961,9,0.065947,-0.0832706,-0.0894623,0.144492,0.00135742,0.0896988,-0.144647,-0.346744,-0.0691345,0.064288,0.0504733,0.073996
1962,0,0.100432,-0.017963,-0.0894623,0.139304,-0.0322119,0.0857315,-0.127252,-0.334842,-0.0639465,0.103656,0.00866425,0.101767
1962,1,0.146819,0.0174374,-0.090683,0.164023,-0.0941626,0.0890884,-0.108026,-0.314701,-0.0685242,0.139361,-0.0700711,0.131674
1962,2,0.136748,0.00980804,-0.0992279,0.194236,-0.0999609,0.0817642,-0.0857483,-0.305545,-0.0795105,0.154315,-0.0648831,0.115805
1962,3,0.126982,0.053143,-0.109909,0.189963,-0.0770728,0.0710831,-0.111688,-0.323856,-0.0660828,0.109454,-0.0496243,0.118552
1962,4,0.0766281,0.0180478,-0.123642,0.194541,-0.0282446,0.0729141,-0.0967346,-0.32294,-0.0639465,0.0685605,-0.0188016,0.0938324
1962,5,0.045195,-0.0298648,-0.0937347,0.202781,-0.0105444,0.0808487,-0.0952087,-0.297306,-0.0441101,0.031329,-0.0450467,0.0852875
1962,6,-0.000276184,-0.0335269,-0.0934296,0.250999,-0.0187842,0.0896988,-0.0482117,-0.278995,-0.0587585,-0.01048,-0.110354,0.123434
1962,7,-0.0253006,-0.0728946,-0.107773,0.294639,-0.0325171,0.0784073,6.10E-06,-0.278385,-0.0462463,-0.0333682,-0.112796,0.136252
1962,8,-0.0405594,-0.0225406,-0.118454,0.318137,-0.0523535,0.0671158,0.0338806,-0.289066,-0.0657776,-0.0550357,-0.160403,0.165244
1962,9,-0.0597855,-0.0463443,-0.116623,0.318137,-0.051438,0.0582657,0.034491,-0.323246,-0.0660828,-0.0596133,-0.101504,0.162802
1963,0,-0.0643631,-0.0310855,-0.118149,0.298301,-0.0273291,0.0475845,0.0128235,-0.356815,-0.0465515,-0.0562564,-0.0654935,0.135336
1963,1,-0.0552078,-0.0149112,-0.13829,0.284568,0.000136719,0.0600967,0.0149597,-0.298831,-0.0642517,-0.0275699,-0.117984,0.141745
1963,2,0.00399628,-0.0237613,-0.0986176,0.281211,0.0425562,0.062233,0.00855103,-0.190189,-0.0749329,0.000201111,-0.117679,0.121603
1963,3,0.0256638,-0.118976,-0.114182,0.287314,0.0562891,0.102211,0.0299133,-0.0928378,-0.0932434,0.0533017,-0.263553,0.156088
1963,4,0.0671677,-0.137287,-0.0879364,0.28884,0.0858911,0.0765762,0.00946655,-0.0565219,-0.0669983,0.0603207,-0.239138,0.120078
1963,5,0.0628952,-0.137897,-0.0861053,0.27938,0.0578149,0.0976334,0.0201477,-0.0275302,-0.0886658,0.0853452,-0.269961,0.113058
1963,6,0.0931076,-0.0539737,-0.0885468,0.272971,0.0297388,0.100685,-0.00792847,-0.0168491,-0.0816467,0.0935849,-0.284304,0.113364
1963,7,0.0802902,-0.184284,-0.0915985,0.267478,0.0636133,0.0585709,-0.0103699,-0.0400424,-0.085614,0.0807675,-0.24158,0.0996307
1963,8,0.0818161,-0.0988345,-0.113266,0.257102,0.0593408,0.0884781,-0.0225769,-0.0647617,-0.0767639,0.0780209,-0.312075,0.118246
1963,9,0.0714401,-0.202289,-0.0745087,0.270835,0.102676,0.0668106,-0.00213013,-0.0553012,-0.0727966,0.0819882,-0.34534,0.0413422
1964,0,0.0866989,-0.185504,-0.106247,0.285483,0.0745996,0.105873,0.00916138,-0.0336337,-0.0731018,0.114032,-0.329165,0.0996307
1964,1,0.104399,-0.243183,-0.0882416,0.278159,0.104507,0.0802383,0.0076355,-0.0794101,-0.0813415,0.136615,-0.274844,0.129843
1964,2,0.107146,-0.140338,-0.0943451,0.272971,0.0910791,0.0863419,0.00427856,-0.150821,-0.0789001,0.132647,-0.159793,0.131064
1964,3,0.0989059,-0.19588,-0.069931,0.253135,0.0697168,0.101906,-0.0122009,-0.267704,-0.0459412,0.134478,-0.12073,0.112448
1964,4,0.12393,-0.233417,-0.0476532,0.248252,0.0797876,0.0781021,-0.0341736,-0.326297,-0.0517395,0.126239,0.0895358,0.0767426
1964,5,0.120573,-0.117755,-0.0623016,0.23574,0.0511011,0.106178,-0.0320374,-0.353153,-0.0392273,0.137225,0.0947238,0.070639
1964,6,0.151396,-0.189167,-0.0128632,0.237266,0.0205835,0.191933,-0.0457703,-0.346134,-0.0303772,0.144854,0.104795,0.0175385
1964,7,0.195952,-0.286823,0.0698395,0.198813,-0.0544897,0.341164,-0.0631653,-0.349796,0.0153992,0.177813,-0.0157498,0.109396
1964,8,0.322295,-0.478778,0.167801,0.0987158,-0.0706641,0.40464,-0.149225,-0.440433,0.107867,0.280047,-0.193667,0.190878
1964,9,0.465117,-0.694843,0.190689,-0.0218286,-0.112473,0.455605,-0.282892,-0.506046,0.150897,0.441485,-0.349917,0.238181
1965,0,0.661345,-0.608783,0.201981,-0.147256,-0.218369,0.49894,-0.433954,-0.524967,0.141742,0.613299,-0.242495,0.249167
1965,1,0.791045,-0.50838,0.229141,-0.198831,-0.356919,0.562721,-0.474237,-0.572879,0.174091,0.769244,-0.219912,0.214682
1965,2,0.969267,-0.376545,0.272171,-0.211648,-0.578782,0.676552,-0.50567,-0.629337,0.281207,0.86568,-0.216861,0.213156
1965,3,1.06509,-0.173908,0.394852,-0.196694,-0.782334,0.781532,-0.417474,-0.666568,0.345294,0.961505,-0.269046,0.250082
1965,4,1.1539,-0.26485,0.533707,-0.163125,-1.0338,0.920082,-0.371088,-0.770633,0.452716,0.995379,-0.374942,0.268698
1965,5,1.21188,-0.201984,0.629532,-0.21592,-1.27123,1.08274,-0.3836,-0.980899,0.517718,1.06069,-0.305972,0.332175
1965,6,1.33517,-0.249897,0.742447,-0.369119,-1.40581,1.18711,-0.537714,-1.30896,0.63277,1.1855,-0.222659,0.344382
1965,7,1.48318,-0.484577,0.821487,-0.569619,-1.49706,1.32475,-0.766901,-1.66266,0.70296,1.32222,0.00103485,0.363608
1965,8,1.65988,-0.64632,0.935928,-0.776223,-1.52696,1.45536,-0.96557,-1.96662,0.788715,1.50563,0.137448,0.435324
1965,9,1.83505,-0.859638,1.04671,-0.899514,-1.56542,1.54142,-1.12365,-2.22907,0.870197,1.66219,0.272641,0.445395
1966,0,2.00046,-0.799823,1.07326,-0.980386,-1.68382,1.62138,-1.2152,-2.39295,0.912006,1.81752,0.341001,0.484763
1966,1,2.09384,-0.787921,1.16176,-0.981912,-1.74669,1.59361,-1.20605,-2.51715,0.960529,1.88466,0.308042,0.503989
1966,2,2.05569,-0.589862,1.1758,-0.880898,-1.93956,1.67661,-1.06506,-2.59101,1.02339,1.83492,0.294309,0.549765
1966,3,1.87411,-0.627704,1.28047,-0.685281,-2.08635,1.74741,-0.805048,-2.68134,1.17018,1.63869,0.13165,0.605002
1966,4,1.60586,-0.703693,1.36684,-0.405129,-2.22124,1.8527,-0.466608,-2.70453,1.27181,1.35121,0.121579,0.617514
1966,5,1.32266,-0.59505,1.46236,-0.1027,-2.32713,1.92716,-0.115656,-2.72773,1.36061,1.07137,0.0428439,0.568686
1966,6,1.10538,-0.627704,1.54964,0.184775,-2.38725,1.91496,0.183112,-2.7616,1.3597,0.801593,0.124936,0.498495
1966,7,0.90457,-0.689044,1.58839,0.412131,-2.41777,1.89359,0.428168,-2.88428,1.3362,0.62276,0.254026,0.458517
1966,8,0.847807,-0.598407,1.63142,0.555869,-2.46324,1.87833,0.55451,-3.01581,1.32827,0.540362,0.477414,0.366049
1966,9,0.817595,-0.684772,1.66225,0.616904,-2.52092,1.89237,0.654608,-3.08356,1.30934,0.564166,0.569577,0.401755
1967,0,0.886565,-0.726276,1.71565,0.621787,-2.47423,1.8643,0.637823,-3.11347,1.32582,0.620013,0.448117,0.453024
1967,1,0.952177,-0.927082,1.75136,0.55648,-2.3958,1.85148,0.600592,-3.07837,1.36489,0.730487,0.337644,0.463705
1967,2,1.04739,-1.16054,1.78432,0.482322,-2.20018,1.82798,0.480353,-3.03809,1.43904,0.794268,0.244565,0.434103
1967,3,1.06601,-1.56063,1.85115,0.405417,-1.91606,1.80479,0.408331,-2.99353,1.51778,0.795184,0.203977,0.356589
1967,4,1.05441,-1.8832,1.89388,0.403892,-1.67741,1.83134,0.359503,-2.89405,1.59468,0.729571,0.0501682,0.372153
1967,5,1.02328,-2.15511,1.91829,0.463401,-1.42198,1.81455,0.394904,-2.69141,1.59987,0.64046,-0.147891,0.382224
1967,6,0.962553,-2.34096,1.94392,0.554648,-1.23918,1.82645,0.479132,-2.45978,1.5779,0.543109,-0.408511,0.456076
1967,7,0.873442,-2.42824,1.90669,0.631858,-1.14336,1.80265,0.547491,-2.31971,1.55501,0.420733,-0.641971,0.509787
1967,8,0.766936,-2.43251,1.90456,0.653525,-1.12779,1.79258,0.599066,-2.27057,1.57088,0.359393,-0.822635,0.553427
1967,9,0.771208,-2.33699,1.907,0.612022,-1.29686,1.83408,0.537726,-2.25775,1.58889,0.366412,-1.07501,0.682516
1968,0,0.831938,-2.2491,1.89235,0.493918,-1.43785,1.83408,0.465399,-2.28339,1.62917,0.484515,-1.27491,0.774069
1968,1,0.983305,-2.16091,1.90486,0.359031,-1.60936,1.88108,0.297552,-2.29132,1.71614,0.651446,-1.53644,0.877524
1968,2,1.18808,-2.16426,1.97993,0.175315,-1.71007,1.90702,0.130621,-2.12317,1.7015,0.881549,-1.85749,0.959006
1968,3,1.4136,-2.2253,2.00069,-0.00443359,-1.70885,1.89146,-0.0692688,-1.91809,1.73232,1.11104,-2.22522,1.0356
1968,4,1.65713,-2.27687,1.96529,-0.255593,-1.65392,1.91068,-0.351251,-1.72858,1.74758,1.31551,-2.52185,1.07894
1968,5,1.78988,-2.42427,1.98848,-0.517434,-1.53368,1.92503,-0.632928,-1.66236,1.80159,1.44124,-2.68695,1.1357
1968,6,1.82773,-2.58663,2.00526,-0.741738,-1.37743,1.92289,-0.909418,-1.68067,1.85225,1.42842,-2.73059,1.18758
1968,7,1.73831,-2.7087,1.99886,-0.907449,-1.2285,1.90763,-1.03362,-1.71424,1.89376,1.38021,-2.78247,1.23183
1968,8,1.64004,-2.76149,1.99855,-0.960549,-1.14793,1.88169,-1.07849,-1.66785,1.92092,1.30422,-2.87738,1.2886
1968,9,1.56253,-2.73861,1.98177,-0.993203,-1.21202,1.94608,-1.06078,-1.55127,1.88735,1.26424,-3.01929,1.30416
1969,0,1.49997,-2.77126,2.0193,-1.03196,-1.27031,2.0004,-1.06933,-1.48444,1.89315,1.22853,-3.1261,1.32461
1969,1,1.44168,-2.82955,2.04189,-1.08354,-1.29808,2.05656,-1.12274,-1.4292,1.87392,1.17269,-3.25397,1.38076
1969,2,1.42001,-2.93453,2.07698,-1.20774,-1.33104,2.1005,-1.2329,-1.39777,1.89559,1.15712,-3.34217,1.41952
1969,3,1.44748,-2.96871,2.1136,-1.33103,-1.41618,2.13102,-1.3803,-1.36542,1.89833,1.16414,-3.34644,1.42318
1969,4,1.50027,-2.86098,2.12215,-1.44944,-1.54771,2.16856,-1.51153,-1.34497,1.90078,1.18245,-3.32141,1.35085
1969,5,1.52286,-2.72152,2.15083,-1.5236,-1.66063,2.16581,-1.58233,-1.33063,1.92092,1.1736,-3.27228,1.2889
1969,6,1.48257,-2.58693,2.17616,-1.52543,-1.7534,2.20914,-1.5863,-1.26136,1.92885,1.09365,-3.25214,1.277
1969,7,1.33304,-2.58205,2.24086,-1.50834,-1.7415,2.21372,-1.50085,-1.22992,1.97676,0.970355,-3.1969,1.22024
1969,8,1.17099,-2.58907,2.26741,-1.42564,-1.73113,2.24577,-1.37756,-1.1518,2.0027,0.819903,-3.17798,1.2242
1969,9,1.05014,-2.6147,2.29915,-1.33775,-1.69359,2.25278,-1.23443,-1.10602,2.014,0.70943,-3.18225,1.19613
1970,0,0.941496,-2.65499,2.34645,-1.20194,-1.69756,2.25736,-1.08917,-1.19971,2.05153,0.594684,-3.07941,1.15096
1970,1,0.838652,-2.64522,2.39131,-1.07926,-1.77751,2.27842,-0.983575,-1.44843,2.12081,0.453387,-2.92499,1.18087
1970,2,0.71414,-2.63576,2.45479,-0.996255,-1.85838,2.25034,-0.87829,-1.84882,2.21358,0.327044,-2.66468,1.15157
